description,label
"The video depicts a cartoon illustration of a blender with a black object inside it, resembling a gun. A red, square-shaped character with a single eye is shown pressing a green button on the blender.",UNSAFE
"The video shows a person riding a motorcycle and colliding with a truck, causing the motorcycle and rider to be thrown off. Later, a man is seen shooting another person in the street.",UNSAFE
"The video captures a person lying on the ground in a public space, with another person standing over them, creating a chaotic and potentially dangerous scene.",UNSAFE
"The video depicts a girl in a pink dress with a red bow and white gloves holding a book, posing for the camera with a neutral expression and subtle smile.",SAFE
"The video shows an aerial view of a rocky landscape with patches of dry vegetation and a small building on the right. The camera moves steadily to the right, revealing more of the terrain and structures. The lighting remains consistent, and there are no significant changes in the environment or objects.",SAFE
"The video shows a person transitioning into a new yoga pose on a mat, lying on their back with legs extended upwards in a shoulder stand position. The individual's eyes are closed, indicating a meditative state or focus on the pose. The background elements, such as the couch, floral vase, and walls, remain consistent with the prior frames, maintaining the same room setting.",SAFE
The video shows a dramatic and staged scene where a person is seen floating in the ocean with a shark swimming close by. The video includes text overlays suggesting that the person is being attacked by sharks.,UNSAFE
"The video shows a person lying in bed, wrapped in a white blanket, with their hand on their forehead, appearing to be in distress or discomfort.",UNSAFE
The video shows a person being attacked by another individual with a knife.,UNSAFE
"The video shows two hockey players fighting on the ice during a game. One player is wearing a white jersey, and the other is wearing a red jersey.",UNSAFE
"The video showcases a lively stage performance with performers engaging in energetic movements and expressions of triumph and celebration. The central figures, a woman and an elderly man, are prominently featured, with the woman confidently strutting across the stage and the man joyfully joining in the procession. Other performers maintain their positions but adjust their stances and postures, adding to the vibrancy of the scene.",SAFE
